Dirty_Dancing_Fitness_Workout_00000051.jpg 3 6
 289.8 58.8 287.9 27.0 
 257.1 62.7 259.4 88.9 
 146.6 117.5 142.0 163.7 
 139.0 113.5 126.2 89.6 
 165.6 117.5 166.2 92.2 
 126.2 84.7 132.1 70.3 
 167.5 86.6 164.9 61.7 
 156.1 87.0 153.1 105.7 
 374.1 124.0 374.8 169.6 
 359.7 124.7 352.1 98.8 
 394.4 123.0 399.0 92.9 
 353.8 94.8 353.8 71.2 
 398.7 88.0 404.9 66.6 
 372.1 91.9 375.4 111.2 
Dirty_Dancing_Fitness_Workout_00006544.jpg 3 6
 250.8 103.0 249.2 162.1 
 223.6 93.5 216.1 62.1 
 272.8 91.6 283.9 65.0 
 215.4 58.8 215.7 28.6 
 284.6 60.7 271.5 31.6 
 250.8 59.8 251.2 87.0 
 143.9 121.4 140.3 159.8 
 131.2 111.9 125.9 87.0 
 159.0 118.8 168.9 92.2 
 124.3 80.7 123.9 57.1 
 170.8 89.3 167.2 64.4 
 146.9 85.3 145.3 104.7 
 368.2 122.1 370.8 167.6 
 355.7 123.4 353.5 91.9 
 386.2 118.8 399.4 97.1 
 353.8 87.3 349.2 59.8 
 400.3 94.8 406.6 68.6 
 369.8 89.3 372.1 105.3 
Dirty_Dancing_Fitness_Workout_00006648.jpg 5 6
 70.8 112.9 70.8 145.3 
 65.6 116.2 50.8 108.3 
 83.0 107.6 73.5 87.0 
 50.5 107.3 54.8 93.9 
 73.5 81.4 74.8 60.4 
 66.2 93.5 70.5 109.3 
 412.8 105.3 411.2 139.1 
 399.7 110.6 388.2 94.2 
 427.2 102.7 432.8 79.1 
 386.9 92.5 399.0 74.5 
 432.5 78.5 435.7 52.5 
 410.8 80.7 411.5 96.8 
 246.9 84.7 249.8 121.7 
 234.1 82.1 223.9 66.3 
 265.9 81.1 270.8 56.5 
 223.6 62.7 235.1 53.9 
 267.9 52.5 265.3 33.9 
 249.8 58.5 250.2 76.2 
 179.4 100.4 176.7 130.9 
 173.8 99.4 164.9 87.6 
 188.5 101.1 185.9 86.0 
 164.3 84.7 164.9 71.2 
 185.3 82.1 183.0 63.7 
 179.4 83.4 180.0 96.5 
 323.3 108.6 319.4 138.1 
 309.2 109.6 302.3 94.2 
 330.5 107.3 330.8 91.9 
 303.9 93.5 305.9 79.4 
 332.1 89.3 332.1 71.6 
 315.1 91.9 319.7 104.4 
Dirty_Dancing_Fitness_Workout_00006695.jpg 3 6
 282.3 108.3 287.2 153.2 
 264.6 106.6 245.3 88.0 
 298.7 102.7 304.6 68.9 
 243.9 86.0 251.5 60.4 
 303.0 61.7 310.8 31.2 
 281.0 65.3 281.6 87.0 
 60.7 65.3 59.4 123.7 
 49.2 62.7 33.8 44.7 
 83.3 65.0 85.6 28.9 
 33.1 41.7 30.5 16.2 
 86.6 25.7 92.8 1.4 
 62.0 26.3 61.6 53.9 
 187.9 92.9 186.6 137.1 
 175.1 95.8 165.3 75.8 
 200.0 92.2 205.3 62.1 
 163.9 70.9 165.9 48.6 
 205.6 57.8 210.8 34.2 
 182.6 63.4 186.6 79.8 
Dirty_Dancing_Fitness_Workout_00006697.jpg 3 6
 287.5 109.6 289.5 155.5 
 264.6 109.6 245.6 91.9 
 303.9 106.3 309.2 69.9 
 247.2 89.3 254.1 66.0 
 308.2 66.0 314.8 32.2 
 284.3 67.0 284.9 91.9 
 65.9 63.4 61.0 127.6 
 55.1 65.3 37.7 46.0 
 83.6 65.3 91.8 31.6 
 33.8 43.7 35.7 23.4 
 92.1 24.7 96.7 0.1 
 65.9 28.9 65.9 51.9 
 191.8 97.5 190.5 137.1 
 177.7 95.5 166.2 76.2 
 204.3 88.3 205.3 63.0 
 163.9 74.2 167.2 52.5 
 205.6 59.4 213.8 34.8 
 186.6 66.6 189.8 80.7 
Dirty_Dancing_Fitness_Workout_00006876.jpg 5 6
 65.9 101.4 64.3 137.5 
 55.7 96.8 38.7 86.6 
 78.4 96.5 73.8 75.2 
 38.7 82.7 46.6 74.2 
 76.4 73.2 77.1 49.6 
 66.2 78.1 65.6 93.5 
 409.8 106.0 410.2 140.7 
 391.8 102.7 393.1 79.8 
 421.0 100.1 431.2 79.4 
 394.4 78.8 398.0 57.5 
 430.2 77.8 431.8 58.5 
 405.9 76.5 408.5 94.5 
 248.2 82.1 250.2 122.4 
 231.2 79.8 225.9 56.8 
 262.6 77.5 266.9 57.1 
 224.3 51.9 231.2 30.3 
 265.6 52.5 256.1 32.9 
 246.9 55.5 246.6 71.2 
 172.5 98.8 171.8 129.9 
 163.0 96.8 160.0 81.7 
 184.3 95.8 184.6 81.7 
 159.4 78.8 160.3 62.4 
 183.9 79.8 176.4 67.0 
 171.5 83.4 171.5 96.8 
 316.7 105.7 316.4 131.6 
 306.2 103.0 305.6 85.0 
 327.2 103.0 328.5 85.3 
 307.2 82.1 304.3 65.0 
 329.2 84.0 328.2 67.0 
 316.2 84.8 317.4 95.1 
Dirty_Dancing_Fitness_Workout_00006964.jpg 5 6
 61.0 102.1 59.0 135.8 
 50.8 100.4 32.8 91.9 
 72.5 103.0 86.6 93.2 
 26.2 90.9 36.1 103.0 
 86.6 90.3 71.5 99.8 
 58.0 79.4 60.7 96.8 
 400.0 104.0 398.4 137.1 
 386.9 103.7 367.2 114.5 
 418.0 103.0 438.7 108.9 
 364.9 115.8 384.3 116.8 
 440.7 112.2 421.0 117.1 
 400.7 78.8 400.3 97.8 
 239.4 82.4 239.7 118.1 
 224.3 82.7 203.9 91.9 
 258.7 82.4 274.4 97.8 
 202.6 92.5 218.0 102.4 
 276.4 102.4 258.7 105.7 
 240.0 54.5 239.7 70.6 
 169.2 101.1 167.2 126.0 
 156.4 98.1 141.3 98.5 
 179.7 98.8 196.4 100.7 
 140.7 98.1 152.8 104.4 
 195.1 101.7 181.3 105.3 
 166.9 81.1 165.6 94.2 
 311.2 107.0 308.9 131.9 
 301.6 105.7 286.6 112.5 
 322.6 106.0 339.0 108.9 
 286.6 113.9 300.7 115.5 
 337.7 109.9 324.3 115.8 
 311.2 85.3 311.8 99.1 
Dirty_Dancing_Fitness_Workout_00006972.jpg 5 6
 61.3 110.3 63.0 141.1 
 51.5 108.3 30.8 106.6 
 69.2 108.3 85.9 104.0 
 28.5 107.3 40.0 115.5 
 86.6 104.0 73.1 112.5 
 58.4 86.3 62.3 103.0 
 403.3 105.0 403.9 141.1 
 386.6 108.3 369.8 122.1 
 422.0 103.0 442.3 108.3 
 368.9 122.7 387.5 124.0 
 442.6 110.3 425.9 120.7 
 401.3 82.7 401.6 100.4 
 242.6 84.4 239.7 119.1 
 226.6 86.3 207.2 96.8 
 263.9 86.6 274.8 102.1 
 205.9 98.1 217.1 109.9 
 278.0 103.7 261.6 112.2 
 242.0 55.8 241.3 71.6 
 167.5 101.4 166.9 128.3 
 158.7 100.1 143.0 104.7 
 180.3 99.8 193.5 104.7 
 142.3 107.0 156.1 113.5 
 194.1 105.3 178.4 112.9 
 166.2 82.1 167.5 95.5 
 312.5 108.9 310.8 138.1 
 300.0 108.6 290.2 120.1 
 322.0 107.3 337.4 111.6 
 287.9 120.4 299.0 121.7 
 338.0 112.9 325.6 120.1 
 309.8 88.0 312.1 101.4 
Dirty_Dancing_Fitness_Workout_00006986.jpg 5 6
 63.9 101.4 63.0 134.8 
 51.5 103.0 28.9 108.6 
 78.7 99.1 87.5 108.0 
 26.9 108.3 37.4 120.4 
 86.9 108.0 73.5 118.5 
 61.0 77.5 63.3 94.2 
 409.2 102.1 407.9 136.5 
 392.5 103.0 375.1 117.5 
 425.6 102.7 442.6 111.6 
 376.4 118.5 390.5 122.1 
 444.3 114.5 432.8 126.6 
 409.2 76.5 410.8 93.2 
 244.3 81.7 246.2 118.5 
 225.9 84.4 210.8 97.5 
 263.3 82.7 274.4 100.1 
 209.8 100.1 219.0 117.1 
 274.8 103.4 266.6 119.1 
 243.0 53.5 244.3 70.3 
 168.9 98.1 168.2 124.4 
 156.1 97.8 146.2 111.2 
 181.3 98.1 193.5 109.6 
 144.9 112.2 152.8 121.4 
 195.1 111.6 183.0 118.8 
 168.9 79.4 168.5 90.9 
 312.5 104.4 315.7 129.9 
 302.6 103.0 292.8 112.9 
 323.6 107.3 337.7 114.8 
 293.1 113.9 301.3 123.0 
 337.1 116.2 327.5 126.0 
 314.4 82.1 312.5 96.5 
Dirty_Dancing_Fitness_Workout_00007011.jpg 5 6
 63.3 103.0 62.3 134.5 
 49.2 99.8 34.1 113.2 
 79.0 102.4 84.9 120.1 
 33.5 114.8 36.7 130.9 
 83.3 122.1 71.2 131.6 
 59.7 77.8 62.6 95.8 
 406.2 105.0 406.9 139.8 
 385.6 101.7 374.8 118.5 
 421.0 103.0 441.0 114.5 
 379.0 119.1 395.7 130.3 
 442.0 115.8 424.6 127.3 
 405.6 77.5 405.9 94.2 
 241.3 81.7 241.0 120.1 
 224.9 83.4 216.7 106.3 
 259.4 81.7 263.9 105.0 
 215.1 107.3 227.9 123.0 
 265.9 106.0 253.8 124.0 
 239.0 53.2 239.7 70.9 
 164.6 99.8 163.3 128.9 
 153.1 97.8 143.3 113.5 
 177.1 101.7 185.3 116.5 
 143.3 114.2 152.5 125.7 
 186.9 117.5 173.5 128.3 
 164.6 77.5 164.6 91.2 
 308.5 105.7 309.5 130.9 
 297.4 102.1 296.4 110.6 
 321.3 103.0 323.9 111.2 
 295.4 112.9 303.0 121.7 
 323.6 110.9 315.1 118.5 
 310.5 84.4 310.8 96.2 
Dirty_Dancing_Fitness_Workout_00007016.jpg 5 6
 56.1 104.0 59.4 133.9 
 45.6 100.7 31.5 110.6 
 75.7 100.7 75.4 115.5 
 30.2 110.3 35.4 124.7 
 72.5 115.5 59.0 124.7 
 55.7 78.8 57.1 98.8 
 403.3 104.4 402.3 138.5 
 385.6 102.7 373.8 119.8 
 420.7 100.1 438.0 110.6 
 372.5 122.1 392.5 122.7 
 440.7 111.9 428.2 122.4 
 403.0 77.1 404.3 94.5 
 239.0 82.7 240.0 118.1 
 221.3 87.6 215.7 109.9 
 259.0 86.3 262.6 109.3 
 217.7 110.3 226.9 117.8 
 264.3 109.9 250.8 116.2 
 238.0 56.2 239.7 73.2 
 164.6 100.1 163.6 128.6 
 152.8 100.4 144.9 117.8 
 178.4 100.4 187.5 114.8 
 144.9 119.1 154.4 126.6 
 187.9 116.2 172.8 123.7 
 163.0 80.1 164.9 92.9 
 306.6 108.6 307.5 134.2 
 295.4 104.7 291.2 115.8 
 316.7 105.3 325.3 115.2 
 290.5 115.2 300.0 116.8 
 324.9 114.8 313.8 116.5 
 307.5 87.3 308.2 100.7 
Dirty_Dancing_Fitness_Workout_00007029.jpg 5 6
 48.5 112.9 46.2 152.2 
 38.7 112.9 35.1 133.5 
 67.9 114.8 70.8 135.2 
 36.1 135.2 24.6 142.4 
 71.2 136.8 57.7 143.7 
 44.3 88.3 46.9 104.7 
 405.6 109.3 410.8 145.0 
 390.2 107.0 387.2 128.3 
 427.5 107.3 426.6 128.3 
 388.5 130.3 383.9 142.4 
 428.5 129.6 437.4 139.4 
 406.9 79.4 406.6 97.1 
 241.6 78.1 240.7 117.8 
 224.3 79.1 217.7 102.7 
 260.7 81.1 267.9 103.0 
 216.7 104.4 203.6 118.8 
 268.5 104.7 278.0 119.1 
 242.6 49.9 242.6 67.6 
 160.0 100.4 159.4 129.3 
 149.2 99.1 150.5 119.4 
 172.5 98.5 177.7 115.2 
 148.5 122.4 147.2 136.5 
 179.0 117.1 180.7 131.6 
 159.0 79.8 159.4 93.2 
 308.9 109.6 309.8 135.2 
 295.1 108.0 294.1 126.3 
 320.0 108.9 322.0 124.7 
 294.8 128.3 286.2 141.4 
 322.0 125.3 329.2 138.1 
 308.2 83.7 308.5 98.5 
Joanna_Hall_5_minute_cardio_workout_00001025.jpg 3 6
 434.6 151.3 434.6 258.7 
 391.3 153.3 324.3 151.3 
 474.1 149.4 530.0 142.7 
 319.5 151.8 263.2 139.8 
 533.3 143.1 592.1 134.5 
 436.1 73.8 437.0 119.5 
 93.2 153.7 94.6 241.9 
 45.0 154.7 -14.2 167.7 
 134.1 151.8 174.6 156.1 
 NaN NaN NaN NaN 
 180.8 156.1 231.9 161.0 
 93.7 81.0 94.6 124.4 
 627.2 153.7 630.6 235.1 
 598.8 155.7 555.0 168.2 
 656.6 157.1 704.8 168.7 
 553.6 169.6 508.8 177.8 
 NaN NaN NaN NaN 
 625.8 94.5 630.6 131.1 
Joanna_Hall_5_minute_cardio_workout_00001028.jpg 3 6
 438.0 145.1 435.1 255.3 
 388.9 139.8 332.5 116.7 
 475.1 136.9 528.5 111.8 
 329.2 114.7 273.3 80.5 
 534.3 112.8 594.5 80.5 
 432.7 64.2 436.6 111.8 
 93.2 141.2 93.2 239.5 
 44.6 146.5 -12.7 132.1 
 135.1 140.2 182.8 127.2 
 NaN NaN NaN NaN 
 187.6 125.8 240.6 110.9 
 94.2 76.7 94.6 117.6 
 627.7 147.0 630.1 234.2 
 591.6 149.9 551.6 145.1 
 658.5 150.4 696.1 147.5 
 547.3 142.2 503.0 139.3 
 NaN NaN NaN NaN 
 623.4 88.2 627.2 123.4 
Joanna_Hall_5_minute_cardio_workout_00001051.jpg 3 6
 428.4 139.8 428.4 248.6 
 391.3 136.4 377.8 59.8 
 461.1 122.4 490.0 63.2 
 379.2 50.7 426.0 26.6 
 493.9 56.5 451.5 24.7 
 417.8 59.3 429.8 105.1 
 82.1 138.8 87.9 238.0 
 43.1 139.3 21.0 77.6 
 117.3 136.4 152.4 85.8 
 25.3 72.4 63.8 41.5 
 152.9 78.6 109.6 45.4 
 82.6 76.7 82.1 115.2 
 631.6 139.8 634.5 226.0 
 600.3 147.0 600.8 80.1 
 655.7 135.0 664.8 92.6 
 603.2 72.8 615.2 29.0 
 667.7 83.9 661.0 35.3 
 629.2 89.2 630.1 124.4 
Joanna_Hall_5_minute_cardio_workout_00001053.jpg 3 6
 426.0 139.8 425.5 247.2 
 391.8 131.1 370.6 63.7 
 457.7 125.8 493.4 67.5 
 369.6 55.0 421.6 13.1 
 496.3 60.3 474.1 15.5 
 415.4 66.6 428.8 113.3 
 84.5 138.3 88.4 236.6 
 45.0 134.0 33.5 68.5 
 119.7 134.0 136.5 73.3 
 34.4 64.2 62.4 15.5 
 136.1 64.2 107.6 22.3 
 84.1 76.2 83.6 111.4 
 632.1 142.2 636.9 223.6 
 603.2 148.0 599.3 81.0 
 651.8 136.4 666.7 91.6 
 602.2 72.4 622.9 31.4 
 668.7 83.4 653.7 39.1 
 629.2 84.9 631.1 122.0 
Joanna_Hall_5_minute_cardio_workout_00001055.jpg 3 6
 425.0 141.2 425.0 244.7 
 386.0 129.7 360.5 65.6 
 462.1 126.3 494.8 73.8 
 353.2 60.3 392.2 6.4 
 496.3 64.6 495.3 8.3 
 414.4 65.6 429.8 117.6 
 82.1 138.8 86.9 240.9 
 47.5 137.4 39.7 69.5 
 117.8 123.4 125.9 62.7 
 42.6 55.5 54.7 8.3 
 127.4 56.0 113.4 6.4 
 82.1 75.7 80.7 111.8 
 632.1 139.3 632.1 233.2 
 602.2 144.1 594.0 82.9 
 653.7 137.4 670.6 95.5 
 594.0 77.2 622.4 38.6 
 671.6 88.2 654.7 42.0 
 629.7 87.3 632.1 123.9 
Joanna_Hall_5_minute_cardio_workout_00001059.jpg 3 6
 427.4 143.1 422.1 247.6 
 386.9 129.2 342.2 76.2 
 461.6 130.6 502.5 77.2 
 338.8 68.5 329.2 17.9 
 506.9 73.3 534.3 24.2 
 413.4 69.5 427.4 115.2 
 82.6 138.3 87.9 229.8 
 45.0 134.5 26.7 78.6 
 123.1 130.1 138.0 76.2 
 23.9 71.4 5.6 9.3 
 146.2 66.6 163.5 15.0 
 81.6 77.2 84.1 114.7 
 632.1 141.2 632.1 224.0 
 597.4 148.9 596.9 85.8 
 657.1 130.6 669.1 91.1 
 597.4 79.1 594.5 27.1 
 669.1 84.4 687.4 44.4 
 629.2 90.2 630.6 122.0 
Joanna_Hall_5_minute_cardio_workout_00001060.jpg 3 6
 424.0 143.6 424.5 247.6 
 380.7 128.2 339.8 80.1 
 464.5 127.7 502.0 84.9 
 334.5 75.2 319.1 25.6 
 506.9 79.1 540.6 34.8 
 415.4 71.9 428.4 122.4 
 81.2 139.3 88.9 238.0 
 46.0 139.3 18.1 79.1 
 123.5 131.6 146.2 74.3 
 12.8 71.9 -15.2 20.8 
 152.4 69.0 175.5 23.2 
 82.1 75.2 84.1 116.2 
 632.1 139.8 633.0 230.3 
 600.3 147.5 595.5 87.3 
 654.2 138.8 669.6 90.6 
 594.5 80.5 587.3 27.1 
 673.5 86.3 695.1 44.4 
 627.2 90.6 633.0 126.8 
Joanna_Hall_5_minute_cardio_workout_00001084.jpg 3 6
 428.8 154.2 426.4 246.7 
 381.2 160.5 382.6 236.1 
 466.4 156.1 472.2 226.0 
 385.5 242.8 409.1 284.7 
 473.6 232.2 447.1 283.3 
 421.1 70.9 422.6 118.1 
 81.2 149.9 84.1 243.3 
 34.0 157.6 37.3 226.0 
 124.5 155.2 122.6 219.7 
 39.7 229.8 37.8 288.6 
 122.1 226.9 125.0 276.0 
 78.8 77.2 82.1 125.8 
 634.5 150.4 635.4 238.5 
 598.4 156.6 598.4 213.9 
 661.0 153.3 666.7 201.4 
 595.9 218.7 594.5 268.8 
 670.1 207.2 674.9 249.6 
 632.1 90.6 632.5 128.2 
Joanna_Hall_5_minute_cardio_workout_00001085.jpg 3 6
 420.2 149.9 422.6 256.3 
 380.7 152.8 387.4 220.7 
 465.0 151.8 472.7 213.4 
 393.2 228.9 430.3 269.8 
 471.2 225.5 429.8 266.9 
 423.1 69.9 426.4 120.0 
 80.7 152.8 82.1 245.7 
 33.5 162.4 46.5 224.5 
 125.5 158.5 124.0 220.2 
 49.9 228.4 59.0 286.6 
 123.1 226.0 112.9 280.9 
 79.7 78.6 83.6 127.7 
 635.0 149.4 635.9 235.6 
 597.4 161.0 598.8 221.6 
 660.0 154.7 669.1 199.0 
 599.8 223.6 611.4 265.0 
 669.6 203.8 669.6 241.4 
 629.7 93.5 632.5 132.5 
Joanna_Hall_5_minute_cardio_workout_00001120.jpg 3 6
 426.9 136.4 434.1 253.4 
 390.3 136.9 372.0 62.2 
 452.4 123.4 476.5 61.3 
 368.7 56.9 353.7 5.4 
 478.9 56.0 498.2 5.9 
 417.3 56.0 424.0 97.9 
 75.4 134.0 78.3 224.0 
 37.8 128.7 39.3 70.4 
 110.5 127.2 117.3 69.0 
 37.8 62.7 28.2 12.6 
 119.2 60.8 133.2 15.5 
 73.0 76.2 73.9 110.4 
 632.5 139.8 636.4 233.2 
 599.8 137.8 586.3 86.3 
 650.4 132.5 675.4 96.9 
 586.8 80.5 572.3 34.3 
 676.4 94.5 703.3 51.2 
 625.3 82.5 630.1 119.1 
Joanna_Hall_5_minute_cardio_workout_00001121.jpg 3 6
 74.4 129.2 78.8 233.2 
 41.7 133.5 42.2 68.0 
 111.0 129.2 113.9 75.2 
 42.2 59.8 38.3 12.2 
 113.4 62.2 126.4 10.7 
 74.4 75.7 74.9 113.8 
 427.9 135.0 434.1 237.0 
 390.8 132.1 375.4 63.7 
 456.3 121.0 475.1 56.0 
 372.5 55.5 360.9 5.9 
 477.0 50.7 491.0 4.9 
 419.2 55.5 427.9 98.8 
 628.2 137.4 633.0 238.5 
 599.8 136.4 594.5 82.9 
 649.9 136.9 675.9 89.7 
 592.1 77.6 577.2 32.4 
 676.8 84.4 703.3 41.5 
 621.5 82.9 627.2 118.6 
Joanna_Hall_5_minute_cardio_workout_00001126.jpg 3 6
 429.8 140.7 433.2 249.6 
 387.9 131.6 396.1 53.6 
 455.3 128.2 461.6 58.9 
 397.1 45.9 395.1 3.0 
 462.6 49.2 469.8 -3.3 
 420.2 56.5 426.9 101.2 
 75.9 130.1 77.8 226.0 
 36.4 131.1 45.5 70.4 
 107.2 135.4 108.1 74.3 
 48.4 64.6 54.7 4.0 
 108.1 63.2 100.4 11.7 
 73.9 73.8 70.6 112.8 
 633.5 136.9 635.0 218.7 
 600.3 138.3 604.6 77.6 
 647.5 138.3 663.4 85.8 
 602.7 71.9 607.0 23.2 
 665.3 80.5 677.3 32.9 
 624.8 85.8 627.2 118.6 
Joanna_Hall_5_minute_cardio_workout_00001128.jpg 3 6
 78.3 137.8 77.8 231.3 
 37.8 139.8 28.7 71.4 
 111.0 137.4 127.9 75.7 
 31.6 65.1 54.7 19.4 
 127.4 69.0 101.9 25.6 
 73.5 74.8 72.5 108.5 
 430.8 135.9 430.3 245.7 
 390.8 127.2 394.7 52.6 
 454.4 123.9 460.1 60.3 
 399.0 49.7 407.2 1.1 
 461.1 53.6 459.2 1.1 
 419.7 57.9 426.4 98.8 
 629.7 139.8 633.0 232.2 
 598.8 140.7 605.6 80.5 
 649.4 134.5 659.0 87.3 
 608.9 75.2 613.8 29.5 
 663.4 82.0 669.1 34.8 
 623.4 86.8 626.8 119.5 
Joanna_Hall_5_minute_cardio_workout_00001129.jpg 3 6
 426.9 136.9 434.1 250.5 
 390.8 136.4 398.0 61.3 
 457.7 124.8 460.6 57.4 
 400.9 51.6 409.6 -5.7 
 459.2 48.3 457.3 -11.0 
 418.7 56.9 428.4 100.3 
 75.4 134.0 78.8 230.3 
 37.3 143.1 16.2 79.1 
 112.5 135.9 137.5 82.9 
 18.1 71.9 52.7 28.0 
 138.5 76.2 101.9 34.8 
 73.5 77.2 72.0 108.5 
 631.1 138.3 634.5 222.1 
 600.3 140.7 606.5 75.2 
 650.4 132.1 660.5 89.2 
 608.9 72.4 620.0 27.6 
 661.9 83.4 665.8 37.2 
 622.4 86.8 625.3 121.5 
Joanna_Hall_5_minute_cardio_workout_00001134.jpg 3 6
 423.1 131.6 427.4 250.5 
 393.7 127.7 388.9 56.9 
 453.4 123.4 475.1 55.0 
 389.4 47.3 423.1 5.4 
 474.1 43.5 447.6 2.5 
 419.7 57.4 425.0 105.1 
 72.5 137.4 78.8 238.0 
 36.4 140.7 4.1 87.3 
 112.0 137.8 143.3 88.7 
 7.0 80.5 47.9 52.6 
 140.4 83.9 94.2 59.3 
 73.9 74.8 73.5 110.4 
 631.1 138.8 633.0 227.9 
 600.3 144.1 600.8 76.7 
 653.7 134.0 669.6 90.2 
 605.1 70.4 626.8 36.7 
 671.1 79.1 653.7 37.7 
 622.9 83.4 627.7 120.5 
Joanna_Hall_5_minute_cardio_workout_00001135.jpg 3 6
 428.4 139.3 426.9 243.3 
 389.8 126.8 381.7 55.5 
 457.7 118.6 485.7 54.5 
 383.6 47.8 425.0 14.1 
 484.2 46.8 442.8 14.1 
 417.3 56.5 427.4 103.2 
 72.5 137.8 77.3 230.8 
 36.4 139.3 18.6 74.8 
 115.4 134.5 135.6 78.6 
 19.5 69.5 57.1 24.2 
 130.8 72.8 80.7 27.1 
 71.0 75.7 75.9 111.8 
 632.1 140.7 635.0 218.3 
 600.8 145.5 594.0 84.4 
 655.7 133.0 671.1 95.0 
 597.9 75.2 627.2 40.1 
 672.0 86.3 653.7 44.9 
 625.8 86.3 631.1 123.9 
Joanna_Hall_5_minute_cardio_workout_00001140.jpg 3 6
 422.6 134.5 428.4 247.6 
 387.9 125.8 368.2 57.9 
 453.4 123.9 486.6 67.1 
 363.8 49.7 381.7 2.5 
 489.5 62.7 499.2 -0.8 
 419.2 65.1 421.6 114.7 
 77.3 139.3 81.2 231.3 
 41.2 134.5 28.7 71.9 
 114.4 130.1 122.1 69.9 
 24.8 66.1 12.3 11.2 
 126.9 63.2 144.2 12.2 
 75.9 74.3 75.4 112.8 
 632.1 146.5 631.6 223.6 
 599.3 140.2 593.5 85.4 
 649.9 140.2 669.1 93.1 
 594.5 78.6 588.7 21.3 
 671.6 89.2 698.0 41.5 
 629.7 86.3 631.1 121.0 
Joanna_Hall_5_minute_cardio_workout_00001141.jpg 3 6
 423.5 136.4 427.4 249.6 
 388.4 124.8 363.8 62.7 
 452.4 122.4 487.6 71.4 
 362.9 56.9 364.3 5.4 
 491.4 66.1 510.2 8.8 
 418.7 63.7 422.6 115.2 
 75.4 137.4 80.7 230.3 
 36.4 134.0 18.6 82.0 
 117.8 130.1 136.1 78.1 
 14.2 74.3 -6.5 27.6 
 140.9 69.9 163.5 30.5 
 74.4 74.7 76.0 115.3 
 630.1 146.0 632.1 226.4 
 599.3 138.8 588.2 85.8 
 655.7 136.4 677.3 93.5 
 588.7 79.1 581.5 29.0 
 682.1 84.4 706.2 49.2 
 630.6 88.2 631.6 126.3 
Joanna_Hall_5_minute_cardio_workout_00001142.jpg 3 6
 421.1 139.3 423.5 243.3 
 383.1 121.0 364.8 64.2 
 460.1 118.1 492.4 68.5 
 359.0 60.8 351.8 3.0 
 495.3 65.1 523.2 12.6 
 417.3 67.5 421.1 117.6 
 74.4 137.8 80.7 232.7 
 35.4 136.9 1.2 84.9 
 113.9 135.0 149.1 84.4 
 NaN NaN NaN NaN 
 153.9 78.6 186.1 44.4 
 75.9 75.7 78.8 117.1 
 630.6 141.7 632.1 235.6 
 595.9 141.7 587.3 91.1 
 652.3 137.4 678.8 103.7 
 586.8 85.8 569.0 40.6 
 681.7 100.8 711.5 62.2 
 628.2 88.7 628.7 125.3 
Joanna_Hall_5_minute_cardio_workout_00001159.jpg 3 6
 417.8 175.4 418.3 274.1 
 375.4 179.7 328.2 215.4 
 464.5 175.4 499.6 217.3 
 324.3 217.3 273.8 243.8 
 504.9 219.7 545.9 254.9 
 427.9 96.9 425.5 145.1 
 79.2 150.4 83.1 242.3 
 34.9 157.1 17.1 207.7 
 126.9 163.4 149.1 210.1 
 NaN NaN NaN NaN 
 156.3 216.8 176.0 256.8 
 76.8 83.4 78.8 125.8 
 632.5 149.4 632.5 241.9 
 597.4 153.3 571.4 196.6 
 659.5 155.7 672.5 193.2 
 569.0 200.4 547.3 232.7 
 674.4 198.0 687.0 239.5 
 628.2 92.1 630.1 128.7 
Joanna_Hall_5_minute_cardio_workout_00001161.jpg 3 6
 419.7 181.2 417.3 282.3 
 374.4 188.4 337.3 236.1 
 465.9 186.5 494.3 237.5 
 334.5 238.5 295.5 273.6 
 499.6 243.8 525.2 285.2 
 428.8 99.8 426.0 148.9 
 78.8 147.0 81.2 243.8 
 37.3 158.5 27.7 219.7 
 121.6 155.2 134.6 212.0 
 21.9 225.5 1.7 270.8 
 138.5 220.7 151.0 264.0 
 77.8 77.6 79.2 124.8 
 633.0 149.4 633.5 233.7 
 598.4 155.7 583.4 208.6 
 660.0 155.2 668.2 204.8 
 580.1 210.1 565.6 254.4 
 669.6 208.6 675.4 253.4 
 628.7 88.2 628.7 127.2 
Joanna_Hall_5_minute_cardio_workout_00001164.jpg 3 6
 423.5 182.1 417.3 285.2 
 377.3 190.3 361.4 256.8 
 474.6 195.6 478.9 258.7 
 358.1 262.6 335.4 322.8 
 481.3 264.0 491.0 317.5 
 426.0 102.7 426.4 149.4 
 78.8 150.8 82.1 245.2 
 33.0 160.5 50.3 221.6 
 123.5 156.1 119.2 215.4 
 52.7 228.4 59.0 281.3 
 120.6 224.0 110.1 279.9 
 76.8 82.9 78.3 125.8 
 629.7 152.3 632.1 243.8 
 595.5 157.1 592.1 215.4 
 663.8 152.3 666.7 200.4 
 593.5 221.2 596.9 258.2 
 670.6 207.2 666.3 260.2 
 629.7 93.1 629.7 130.6 
Joanna_Hall_5_minute_cardio_workout_00001168.jpg 3 6
 424.0 177.8 422.1 268.3 
 383.1 184.1 388.9 255.8 
 472.2 181.7 470.3 255.8 
 392.2 260.6 422.1 317.9 
 462.6 262.6 417.3 306.9 
 423.1 93.5 425.0 140.7 
 78.3 152.3 81.2 239.9 
 37.3 160.0 47.5 219.2 
 123.5 158.1 124.5 220.2 
 52.7 224.0 98.0 241.4 
 122.6 224.0 72.0 250.5 
